item_number,category,product,vendor_id,vendor_name,bottle_ml,pack_size,inner_pack,age,proof,list_date,list_year,upc,scc,state_bottle_cost,state_case_cost,state_bottle_retail,report_date
72953,MISC. AMERICAN CORDIALS & LIQUEURS,Cedar Ridge Lamponcella,125,"Cedar Ridge Vineyards,LLC",375,12,1,0,64,04/01/2008,2008,859824001270,859824001270,8,96,12,01/04/16
53629,MISCELLANEOUS  BRANDIES,Cedar Ridge Apple Brandy,125,"Cedar Ridge Vineyards,LLC",750,6,1,0,80,01/01/2009,2009,859824001331,859824001331,18.75,112.5,28.13,01/04/16
29990,AMERICAN DRY GINS,Death's Door Gin,125,"Cedar Ridge Vineyards,LLC",750,6,1,0,94,04/01/2009,2009,,,16.67,100,25.01,01/04/16
46112,PUERTO RICO & VIRGIN ISLANDS RUM,Cedar Ridge Dark Rum,125,"Cedar Ridge Vineyards,LLC",750,6,1,0,80,12/01/2009,2009,859824001294,859824001294,17.5,105,26.25,01/04/16
52216,AMERICAN GRAPE BRANDIES,Cedar Ridge Brandy,125,"Cedar Ridge Vineyards,LLC",750,6,1,0,80,12/01/2009,2009,859824001324,859824001324,18.75,112.5,28.13,01/04/16
17206,STRAIGHT BOURBON WHISKIES,Cedar Ridge Bourbon,125,"Cedar Ridge Vineyards,LLC",750,6,1,0,80,08/01/2010,2010,859824001300,859824001300,18.1,108.6,27.15,01/04/16
27512,BLENDED WHISKIES,Griff's Cowboy Whiskey,125,"Cedar Ridge Vineyards,LLC",750,6,1,0,80,07/01/2011,2011,859824001379,859824001379,12.59,75.5,18.89,01/04/16
27478,BLENDED WHISKIES,Cedar Ridge Unaged Whiskey,125,"Cedar Ridge Vineyards,LLC",750,6,1,0,100,08/01/2011,2011,859824001362,859824001362,13.17,79,19.76,01/04/16
872,BLENDED WHISKIES,Cedar Ridge Age Your Own Whiskey Kit,125,"Cedar Ridge Vineyards,LLC",750,6,1,0,100,11/01/2011,2011,859824001393,859824001393,42.17,253,63.26,01/04/16
72954,MISC. AMERICAN CORDIALS & LIQUEURS,Cedar Ridge Mangocella,125,"Cedar Ridge Vineyards,LLC",375,12,1,0,64,08/01/2012,2012,859824001386,859824001386,8,96,12,01/04/16
74772,MISC. AMERICAN CORDIALS & LIQUEURS,Howdys Apple Pie,125,"Cedar Ridge Vineyards,LLC",750,6,1,0,40,11/29/2012,2012,859824001508,859824001508,8.89,53.32,13.34,01/04/16
36161,VODKA 80 PROOF,Blue Water Vodka,125,"Cedar Ridge Vineyards,LLC",1000,12,1,0,80,06/01/2013,2013,859824001546,859824001546,11.75,141,17.63,01/04/16
36383,VODKA 80 PROOF,Hair of the Dawg Vodka,125,"Cedar Ridge Vineyards,LLC",1000,12,1,0,80,06/01/2013,2013,859824001539,859824001539,10.25,123,15.38,01/04/16
27632,BLENDED WHISKIES,Cedar Ridge Short's Whiskey,125,"Cedar Ridge Vineyards,LLC",750,6,1,0,80,08/01/2013,2013,859824001553,859824001553,13.83,82.96,20.75,01/04/16
917206,STRAIGHT BOURBON WHISKIES,Cedar Ridge Bourbon Buy the Barrel,125,"Cedar Ridge Vineyards,LLC",750,6,1,0,80,09/06/2013,2013,,,17.67,106,26.51,01/04/16
4041,DECANTERS & SPECIALTY PACKAGES,Cedar Ridge Brandy 3 Btl Gift Pack,125,"Cedar Ridge Vineyards,LLC",1125,4,3,0,80,11/01/2013,2013,859824001591,859824001591,43.5,174,65.25,01/04/16
796,BLENDED WHISKIES,Cedar Ridge Whiskey 3 Btl Gift Pack,125,"Cedar Ridge Vineyards,LLC",1125,4,3,0,80,11/01/2013,2013,859824001607,859824001607,43.5,174,65.25,01/04/16
27386,STRAIGHT BOURBON WHISKIES,Cedar Ridge Reserve Bourbon,125,"Cedar Ridge Vineyards,LLC",375,6,1,0,86,01/01/2014,2014,859824001577,859824001577,15,90,22.5,01/04/16
27464,BLENDED WHISKIES,Cedar Ridge Wheat Whiskey,125,"Cedar Ridge Vineyards,LLC",750,6,1,0,80,03/01/2014,2014,859824001515,859824001515,17.77,106.6,26.66,01/04/16
56666,MISCELLANEOUS  BRANDIES,Cedar Ridge Pear Brandy,125,"Cedar Ridge Vineyards,LLC",375,6,1,0,80,06/01/2014,2014,859824001522,859824001522,14.67,88,22.01,01/04/16
27014,STRAIGHT RYE WHISKIES,Cedar Ridge Malted Rye,125,"Cedar Ridge Vineyards,LLC",750,6,1,0,86,09/01/2014,2014,859824001584,859824001584,19.67,118,29.51,01/04/16
27369,SINGLE BARREL BOURBON WHISKIES,Cedar Ridge Cask Finished Bourbon,125,"Cedar Ridge Vineyards,LLC",750,6,1,0,80,10/01/2014,2014,859824001348,859824001348,20.67,124,31.01,01/04/16
927368,SINGLE BARREL BOURBON WHISKIES,Cedar Ridge Barrel Proof Bourbon,125,"Cedar Ridge Vineyards,LLC",750,1,240,0,115,10/01/2014,2014,859824001645,859824001645,5800,5800,8700,01/04/16
987084,TENNESSEE WHISKIES,Cedar Ridge Port Cask Finish Barrel #2666,125,"Cedar Ridge Vineyards,LLC",750,1,240,0,111,10/01/2015,2015,,,6000,6000,9000,01/04/16
987085,TENNESSEE WHISKIES,Cedar Ridge Port Cask Finish Barrel #2663,125,"Cedar Ridge Vineyards,LLC",750,1,240,0,110,10/22/2015,2015,,,6000,6000,9000,01/04/16
987086,TENNESSEE WHISKIES,Cedar Ridge Port Cask Finish Barrel #2590,125,"Cedar Ridge Vineyards,LLC",750,1,240,0,111,10/22/2015,2015,,,6000,6000,9000,01/04/16
987087,TENNESSEE WHISKIES,Cedar Ridge Port Cask Finish Barrel #2561,125,"Cedar Ridge Vineyards,LLC",750,1,240,0,111,10/22/2015,2015,,,6000,6000,9000,01/04/16
987088,SINGLE BARREL BOURBON WHISKIES,Cedar Ridge Barrel Proof Bourbon Barrel #2666,125,"Cedar Ridge Vineyards,LLC",750,1,240,0,115,10/22/2015,2015,,,5800,5800,8700,01/04/16
987089,SINGLE BARREL BOURBON WHISKIES,Cedar Ridge Barrel Proof Bourbon Barrel #2552,125,"Cedar Ridge Vineyards,LLC",750,1,240,0,115,10/22/2015,2015,,,5800,5800,8700,01/04/16
927015,CORN WHISKIES,Cedar Ridge Malted Rye Barrel Marion,125,"Cedar Ridge Vineyards,LLC",180000,1,240,0,119,01/01/2016,2016,,,6100,6100,9150,01/04/16
